Zipcode,Latitude,Longitude,QHumid,STemp,PSurf
77088,29.88148,-95.45316,301.2846374511719,6.231482982635498,101228.9765625
77089,29.58698,-95.2257,301.54840087890625,6.244539737701416,101391.203125
77090,30.00845,-95.44317,301.087158203125,6.207763195037842,101077.890625
77091,29.85382,-95.43969,301.2846374511719,6.1822967529296875,101228.9765625
77092,29.83153,-95.47521,301.2846374511719,6.245720863342285,101228.9765625
77093,29.8623,-95.34097,301.2846374511719,6.19814920425415,101228.9765625
77094,29.7738,-95.69955,301.1484069824219,6.192450046539307,101034.3515625
77095,29.90834,-95.65492,301.1484069824219,6.248298168182373,101034.3515625
77096,29.67464,-95.47965,301.3908996582031,6.237895488739014,101295.9375
77098,29.73482,-95.41526,301.3908996582031,6.227993965148926,101295.9375
77099,29.67067,-95.58485,301.16839599609375,6.253575801849365,101179.1875
77587,29.66067,-95.22872,301.54840087890625,6.229888439178467,101391.203125
